Temperature (C)	Pressure (atm)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (F/atm)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
23.183	1	997.5	0.0010025	1.7515	1.7533	6.1548	74.667	75.342	1491.7	-0.040617	0.00092813	0.6035	liquid
23.2	1	997.49	0.0010025	1.7527	1.7546	6.159	74.666	75.342	1491.8	-0.040615	0.00092777	0.60353	liquid
23.217	1	997.49	0.0010025	1.754	1.7558	6.1632	74.665	75.342	1491.8	-0.040613	0.00092741	0.60356	liquid
23.233	1	997.49	0.0010025	1.7552	1.7571	6.1675	74.664	75.342	1491.9	-0.040611	0.00092705	0.60359	liquid
23.25	1	997.48	0.0010025	1.7565	1.7583	6.1717	74.663	75.342	1491.9	-0.040609	0.00092669	0.60361	liquid
23.267	1	997.48	0.0010025	1.7578	1.7596	6.176	74.661	75.342	1491.9	-0.040606	0.00092633	0.60364	liquid
23.283	1	997.47	0.0010025	1.759	1.7608	6.1802	74.66	75.342	1492	-0.040604	0.00092597	0.60367	liquid
23.3	1	997.47	0.0010025	1.7603	1.7621	6.1844	74.659	75.341	1492	-0.040602	0.00092561	0.6037	liquid
23.317	1	997.47	0.0010025	1.7615	1.7634	6.1887	74.658	75.341	1492.1	-0.0406	0.00092525	0.60373	liquid
23.333	1	997.46	0.0010025	1.7628	1.7646	6.1929	74.657	75.341	1492.1	-0.040598	0.00092489	0.60375	liquid
23.35	1	997.46	0.0010025	1.764	1.7659	6.1971	74.656	75.341	1492.2	-0.040596	0.00092453	0.60378	liquid
23.367	1	997.45	0.0010026	1.7653	1.7671	6.2014	74.654	75.341	1492.2	-0.040594	0.00092417	0.60381	liquid
23.383	1	997.45	0.0010026	1.7665	1.7684	6.2056	74.653	75.341	1492.3	-0.040592	0.00092381	0.60384	liquid
23.4	1	997.45	0.0010026	1.7678	1.7696	6.2098	74.652	75.341	1492.3	-0.04059	0.00092345	0.60387	liquid
23.417	1	997.44	0.0010026	1.7691	1.7709	6.2141	74.651	75.34	1492.4	-0.040588	0.00092309	0.60389	liquid
23.433	1	997.44	0.0010026	1.7703	1.7721	6.2183	74.65	75.34	1492.4	-0.040586	0.00092273	0.60392	liquid
23.45	1	997.43	0.0010026	1.7716	1.7734	6.2225	74.649	75.34	1492.5	-0.040584	0.00092238	0.60395	liquid
23.467	1	997.43	0.0010026	1.7728	1.7747	6.2268	74.647	75.34	1492.5	-0.040582	0.00092202	0.60398	liquid
23.483	1	997.43	0.0010026	1.7741	1.7759	6.231	74.646	75.34	1492.6	-0.040579	0.00092166	0.60401	liquid
23.5	1	997.42	0.0010026	1.7753	1.7772	6.2352	74.645	75.34	1492.6	-0.040577	0.0009213	0.60403	liquid
23.517	1	997.42	0.0010026	1.7766	1.7784	6.2395	74.644	75.339	1492.6	-0.040575	0.00092095	0.60406	liquid
23.533	1	997.41	0.0010026	1.7778	1.7797	6.2437	74.643	75.339	1492.7	-0.040573	0.00092059	0.60409	liquid
23.55	1	997.41	0.0010026	1.7791	1.7809	6.2479	74.642	75.339	1492.7	-0.040571	0.00092023	0.60412	liquid
23.567	1	997.41	0.0010026	1.7804	1.7822	6.2522	74.64	75.339	1492.8	-0.040569	0.00091988	0.60415	liquid
23.583	1	997.4	0.0010026	1.7816	1.7834	6.2564	74.639	75.339	1492.8	-0.040567	0.00091952	0.60417	liquid
23.6	1	997.4	0.0010026	1.7829	1.7847	6.2606	74.638	75.339	1492.9	-0.040565	0.00091916	0.6042	liquid
23.617	1	997.39	0.0010026	1.7841	1.786	6.2649	74.637	75.339	1492.9	-0.040563	0.00091881	0.60423	liquid
23.633	1	997.39	0.0010026	1.7854	1.7872	6.2691	74.636	75.338	1493	-0.040561	0.00091845	0.60426	liquid
23.65	1	997.39	0.0010026	1.7866	1.7885	6.2733	74.635	75.338	1493	-0.040559	0.0009181	0.60428	liquid
23.667	1	997.38	0.0010026	1.7879	1.7897	6.2776	74.633	75.338	1493.1	-0.040557	0.00091774	0.60431	liquid
23.683	1	997.38	0.0010026	1.7891	1.791	6.2818	74.632	75.338	1493.1	-0.040555	0.00091739	0.60434	liquid
23.7	1	997.37	0.0010026	1.7904	1.7922	6.286	74.631	75.338	1493.2	-0.040553	0.00091703	0.60437	liquid
23.717	1	997.37	0.0010026	1.7917	1.7935	6.2902	74.63	75.338	1493.2	-0.04055	0.00091668	0.6044	liquid
23.733	1	997.36	0.0010026	1.7929	1.7947	6.2945	74.629	75.338	1493.3	-0.040548	0.00091632	0.60442	liquid
23.75	1	997.36	0.0010026	1.7942	1.796	6.2987	74.628	75.337	1493.3	-0.040546	0.00091597	0.60445	liquid
23.767	1	997.36	0.0010027	1.7954	1.7973	6.3029	74.626	75.337	1493.3	-0.040544	0.00091561	0.60448	liquid
23.783	1	997.35	0.0010027	1.7967	1.7985	6.3072	74.625	75.337	1493.4	-0.040542	0.00091526	0.60451	liquid
23.8	1	997.35	0.0010027	1.7979	1.7998	6.3114	74.624	75.337	1493.4	-0.04054	0.00091491	0.60454	liquid
23.817	1	997.34	0.0010027	1.7992	1.801	6.3156	74.623	75.337	1493.5	-0.040538	0.00091455	0.60456	liquid
23.833	1	997.34	0.0010027	1.8004	1.8023	6.3198	74.622	75.337	1493.5	-0.040536	0.0009142	0.60459	liquid
23.85	1	997.34	0.0010027	1.8017	1.8035	6.3241	74.621	75.337	1493.6	-0.040534	0.00091385	0.60462	liquid
23.867	1	997.33	0.0010027	1.803	1.8048	6.3283	74.619	75.336	1493.6	-0.040532	0.00091349	0.60465	liquid
23.883	1	997.33	0.0010027	1.8042	1.806	6.3325	74.618	75.336	1493.7	-0.04053	0.00091314	0.60467	liquid
23.9	1	997.32	0.0010027	1.8055	1.8073	6.3368	74.617	75.336	1493.7	-0.040528	0.00091279	0.6047	liquid
23.917	1	997.32	0.0010027	1.8067	1.8086	6.341	74.616	75.336	1493.8	-0.040526	0.00091244	0.60473	liquid
23.933	1	997.32	0.0010027	1.808	1.8098	6.3452	74.615	75.336	1493.8	-0.040524	0.00091209	0.60476	liquid
23.95	1	997.31	0.0010027	1.8092	1.8111	6.3494	74.614	75.336	1493.8	-0.040522	0.00091173	0.60478	liquid
23.967	1	997.31	0.0010027	1.8105	1.8123	6.3537	74.612	75.336	1493.9	-0.040519	0.00091138	0.60481	liquid
23.983	1	997.3	0.0010027	1.8117	1.8136	6.3579	74.611	75.336	1493.9	-0.040517	0.00091103	0.60484	liquid
24	1	997.3	0.0010027	1.813	1.8148	6.3621	74.61	75.335	1494	-0.040515	0.00091068	0.60487	liquid
24.017	1	997.3	0.0010027	1.8143	1.8161	6.3663	74.609	75.335	1494	-0.040513	0.00091033	0.6049	liquid
24.033	1	997.29	0.0010027	1.8155	1.8173	6.3706	74.608	75.335	1494.1	-0.040511	0.00090998	0.60492	liquid
24.05	1	997.29	0.0010027	1.8168	1.8186	6.3748	74.607	75.335	1494.1	-0.040509	0.00090963	0.60495	liquid
24.067	1	997.28	0.0010027	1.818	1.8199	6.379	74.605	75.335	1494.2	-0.040507	0.00090928	0.60498	liquid
24.083	1	997.28	0.0010027	1.8193	1.8211	6.3832	74.604	75.335	1494.2	-0.040505	0.00090893	0.60501	liquid
24.1	1	997.27	0.0010027	1.8205	1.8224	6.3875	74.603	75.335	1494.3	-0.040503	0.00090858	0.60503	liquid
24.117	1	997.27	0.0010027	1.8218	1.8236	6.3917	74.602	75.334	1494.3	-0.040501	0.00090823	0.60506	liquid
24.133	1	997.27	0.0010027	1.823	1.8249	6.3959	74.601	75.334	1494.4	-0.040499	0.00090788	0.60509	liquid
24.15	1	997.26	0.0010027	1.8243	1.8261	6.4001	74.6	75.334	1494.4	-0.040497	0.00090753	0.60512	liquid
24.167	1	997.26	0.0010027	1.8256	1.8274	6.4044	74.598	75.334	1494.4	-0.040495	0.00090719	0.60514	liquid
24.183	1	997.25	0.0010028	1.8268	1.8286	6.4086	74.597	75.334	1494.5	-0.040493	0.00090684	0.60517	liquid
24.2	1	997.25	0.0010028	1.8281	1.8299	6.4128	74.596	75.334	1494.5	-0.040491	0.00090649	0.6052	liquid
24.217	1	997.25	0.0010028	1.8293	1.8312	6.417	74.595	75.334	1494.6	-0.040489	0.00090614	0.60523	liquid
24.233	1	997.24	0.0010028	1.8306	1.8324	6.4212	74.594	75.333	1494.6	-0.040487	0.00090579	0.60525	liquid
24.25	1	997.24	0.0010028	1.8318	1.8337	6.4255	74.592	75.333	1494.7	-0.040484	0.00090544	0.60528	liquid
24.267	1	997.23	0.0010028	1.8331	1.8349	6.4297	74.591	75.333	1494.7	-0.040482	0.0009051	0.60531	liquid
24.283	1	997.23	0.0010028	1.8343	1.8362	6.4339	74.59	75.333	1494.8	-0.04048	0.00090475	0.60534	liquid
24.3	1	997.22	0.0010028	1.8356	1.8374	6.4381	74.589	75.333	1494.8	-0.040478	0.0009044	0.60536	liquid
24.317	1	997.22	0.0010028	1.8369	1.8387	6.4424	74.588	75.333	1494.9	-0.040476	0.00090406	0.60539	liquid
24.333	1	997.22	0.0010028	1.8381	1.8399	6.4466	74.587	75.333	1494.9	-0.040474	0.00090371	0.60542	liquid
24.35	1	997.21	0.0010028	1.8394	1.8412	6.4508	74.585	75.333	1494.9	-0.040472	0.00090336	0.60545	liquid
24.367	1	997.21	0.0010028	1.8406	1.8425	6.455	74.584	75.332	1495	-0.04047	0.00090302	0.60548	liquid
24.383	1	997.2	0.0010028	1.8419	1.8437	6.4592	74.583	75.332	1495	-0.040468	0.00090267	0.6055	liquid
24.4	1	997.2	0.0010028	1.8431	1.845	6.4635	74.582	75.332	1495.1	-0.040466	0.00090233	0.60553	liquid
24.417	1	997.2	0.0010028	1.8444	1.8462	6.4677	74.581	75.332	1495.1	-0.040464	0.00090198	0.60556	liquid
24.433	1	997.19	0.0010028	1.8456	1.8475	6.4719	74.58	75.332	1495.2	-0.040462	0.00090164	0.60559	liquid
24.45	1	997.19	0.0010028	1.8469	1.8487	6.4761	74.578	75.332	1495.2	-0.04046	0.00090129	0.60561	liquid
24.467	1	997.18	0.0010028	1.8482	1.85	6.4803	74.577	75.332	1495.3	-0.040458	0.00090095	0.60564	liquid
24.483	1	997.18	0.0010028	1.8494	1.8512	6.4845	74.576	75.331	1495.3	-0.040456	0.0009006	0.60567	liquid
24.5	1	997.17	0.0010028	1.8507	1.8525	6.4888	74.575	75.331	1495.4	-0.040454	0.00090026	0.6057	liquid
24.517	1	997.17	0.0010028	1.8519	1.8538	6.493	74.574	75.331	1495.4	-0.040452	0.00089991	0.60572	liquid
24.533	1	997.17	0.0010028	1.8532	1.855	6.4972	74.572	75.331	1495.4	-0.04045	0.00089957	0.60575	liquid
24.55	1	997.16	0.0010028	1.8544	1.8563	6.5014	74.571	75.331	1495.5	-0.040447	0.00089922	0.60578	liquid
24.567	1	997.16	0.0010029	1.8557	1.8575	6.5056	74.57	75.331	1495.5	-0.040445	0.00089888	0.6058	liquid
24.583	1	997.15	0.0010029	1.8569	1.8588	6.5099	74.569	75.331	1495.6	-0.040443	0.00089854	0.60583	liquid
24.6	1	997.15	0.0010029	1.8582	1.86	6.5141	74.568	75.331	1495.6	-0.040441	0.00089819	0.60586	liquid
24.617	1	997.15	0.0010029	1.8595	1.8613	6.5183	74.567	75.33	1495.7	-0.040439	0.00089785	0.60589	liquid
24.633	1	997.14	0.0010029	1.8607	1.8625	6.5225	74.565	75.33	1495.7	-0.040437	0.00089751	0.60591	liquid
24.65	1	997.14	0.0010029	1.862	1.8638	6.5267	74.564	75.33	1495.8	-0.040435	0.00089717	0.60594	liquid
24.667	1	997.13	0.0010029	1.8632	1.8651	6.5309	74.563	75.33	1495.8	-0.040433	0.00089682	0.60597	liquid
24.683	1	997.13	0.0010029	1.8645	1.8663	6.5352	74.562	75.33	1495.9	-0.040431	0.00089648	0.606	liquid
24.7	1	997.12	0.0010029	1.8657	1.8676	6.5394	74.561	75.33	1495.9	-0.040429	0.00089614	0.60602	liquid
24.717	1	997.12	0.0010029	1.867	1.8688	6.5436	74.559	75.33	1495.9	-0.040427	0.0008958	0.60605	liquid
24.733	1	997.12	0.0010029	1.8682	1.8701	6.5478	74.558	75.33	1496	-0.040425	0.00089546	0.60608	liquid
24.75	1	997.11	0.0010029	1.8695	1.8713	6.552	74.557	75.329	1496	-0.040423	0.00089512	0.60611	liquid
24.767	1	997.11	0.0010029	1.8708	1.8726	6.5562	74.556	75.329	1496.1	-0.040421	0.00089477	0.60613	liquid
24.783	1	997.1	0.0010029	1.872	1.8738	6.5604	74.555	75.329	1496.1	-0.040419	0.00089443	0.60616	liquid
24.8	1	997.1	0.0010029	1.8733	1.8751	6.5647	74.554	75.329	1496.2	-0.040417	0.00089409	0.60619	liquid
24.817	1	997.09	0.0010029	1.8745	1.8764	6.5689	74.552	75.329	1496.2	-0.040415	0.00089375	0.60622	liquid
24.833	1	997.09	0.0010029	1.8758	1.8776	6.5731	74.551	75.329	1496.3	-0.040413	0.00089341	0.60624	liquid
24.85	1	997.09	0.0010029	1.877	1.8789	6.5773	74.55	75.329	1496.3	-0.040411	0.00089307	0.60627	liquid
24.867	1	997.08	0.0010029	1.8783	1.8801	6.5815	74.549	75.329	1496.3	-0.040409	0.00089273	0.6063	liquid
24.883	1	997.08	0.0010029	1.8795	1.8814	6.5857	74.548	75.328	1496.4	-0.040407	0.00089239	0.60633	liquid
24.9	1	997.07	0.0010029	1.8808	1.8826	6.5899	74.546	75.328	1496.4	-0.040405	0.00089205	0.60635	liquid
24.917	1	997.07	0.0010029	1.8821	1.8839	6.5941	74.545	75.328	1496.5	-0.040402	0.00089172	0.60638	liquid
24.933	1	997.06	0.0010029	1.8833	1.8851	6.5984	74.544	75.328	1496.5	-0.0404	0.00089138	0.60641	liquid
24.95	1	997.06	0.0010029	1.8846	1.8864	6.6026	74.543	75.328	1496.6	-0.040398	0.00089104	0.60643	liquid
24.967	1	997.06	0.001003	1.8858	1.8877	6.6068	74.542	75.328	1496.6	-0.040396	0.0008907	0.60646	liquid
24.983	1	997.05	0.001003	1.8871	1.8889	6.611	74.541	75.328	1496.7	-0.040394	0.00089036	0.60649	liquid
25	1	997.05	0.001003	1.8883	1.8902	6.6152	74.539	75.328	1496.7	-0.040392	0.00089002	0.60652	liquid
